calibrations,residual_count,initial_soc_kwh,final_soc_kwh,calibration_seconds,day_seconds
"[{'theta': array([-2.26059517e+03, -3.89599619e+03,  5.19342939e-01, -2.89098497e+03,
       -9.90868380e-01, -9.20708669e+03, -1.45737548e+00]), 'n_active': 7, 'beta1_train': -162.41242781872396, 'beta0_train': -251.49799956859366, 'beta1_val': -154.67371433699446, 'beta0_val': -239.09854257607307, 'selected_score': -251.49799956859366, 'evaluations': 320, 'seconds': 0.5800569999992149, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1875.031534347213,1670.5845654531215,0.5800569999992149,0.6660220000048866
"[{'theta': array([-5.42503485e+03, -6.16502194e+03,  7.43644361e-01, -4.10749176e+03,
       -7.88999037e-01, -8.54975424e+03, -8.82832570e-03]), 'n_active': 7, 'beta1_train': -3980.862158436965, 'beta0_train': -4052.331095563067, 'beta1_val': -3996.5947683205936, 'beta0_val': -3996.5947683205936, 'selected_score': -4052.331095563067, 'evaluations': 320, 'seconds': 0.5764115000056336, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1670.5845654531215,9797.445999456713,0.5764115000056336,0.6478372999990825
"[{'theta': array([-7.49563782e+03, -4.34316595e+03, -1.79238972e+00, -5.76626366e+02,
        1.15027133e-01, -5.05301083e+03, -1.57245583e+00]), 'n_active': 7, 'beta1_train': -206.44522185253618, 'beta0_train': -636.5256167734764, 'beta1_val': -119.9934791048882, 'beta0_val': -564.7512480675563, 'selected_score': -641.1635706465125, 'evaluations': 320, 'seconds': 0.5771131000074092, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,9797.445999456713,1560.0683159259256,0.5771131000074092,0.6603826000064146
"[{'theta': array([-5.28383825e+03, -8.62733647e+03, -6.20228276e-01, -6.71811187e+02,
        1.79372514e-01, -9.48154898e+03,  1.26710424e+00]), 'n_active': 7, 'beta1_train': -65.616412856184, 'beta0_train': -702.53015462139, 'beta1_val': 2300.9711378082275, 'beta0_val': 745.8484226090945, 'selected_score': -719.7767940562396, 'evaluations': 320, 'seconds': 0.5239453999965917, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1560.0683159259256,2122.2517989842327,0.5239453999965917,0.591727399994852
"[{'theta': array([-4.97575085e+03, -4.10727134e+03,  1.12673644e+00, -4.08126063e+03,
       -4.60493313e-01, -2.50790977e+02, -1.52729466e+00]), 'n_active': 7, 'beta1_train': -259.2175909237298, 'beta0_train': -662.2695697028917, 'beta1_val': -598.3209669217854, 'beta0_val': -764.5279950145602, 'selected_score': -664.3860108171315, 'evaluations': 320, 'seconds': 0.5677158000034979, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2122.2517989842327,1941.0575751851854,0.5677158000034979,0.7519057999888901
"[{'theta': array([-5.40062241e+03, -4.41137836e+03, -1.06510381e+00, -7.04877702e+03,
        1.06444250e+00, -5.91048307e+03, -6.69073699e-01]), 'n_active': 7, 'beta1_train': -361.5918954898893, 'beta0_train': -687.4665191115616, 'beta1_val': 429.4256832689117, 'beta0_val': -703.2974279060098, 'selected_score': -687.4665191115616, 'evaluations': 320, 'seconds': 0.5810099999944214, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1941.0575751851854,2451.4813126548934,0.5810099999944214,0.6649542999948608
"[{'theta': array([-8.01503033e+02, -8.51629300e+03,  7.27380858e-01, -6.85891650e+02,
       -4.01466395e-01, -8.40260130e+03, -3.94610611e-01]), 'n_active': 7, 'beta1_train': 904.2210116976424, 'beta0_train': -120.0276695452906, 'beta1_val': 999.7894992615857, 'beta0_val': -219.64122365080402, 'selected_score': -130.65685654821434, 'evaluations': 320, 'seconds': 0.5910334999935003, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2451.4813126548934,1213.1835,0.5910334999935003,0.6772801999904914
"[{'theta': array([0., 0., 0., 0., 0., 0., 0.]), 'n_active': 7, 'beta1_train': 102.27355839503576, 'beta0_train': -16.655138614390587, 'beta1_val': 6812.902159746061, 'beta0_val': 6818.339443499742, 'selected_score': 102.27355839503576, 'evaluations': 285, 'seconds': 0.5843155000038678, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Optimization terminated successfully.'}]",42,1213.1835,1200.0,0.5843155000038678,0.6775518000067677
"[{'theta': array([-5.69107421e+03, -5.79370084e+03, -1.16981382e+00, -4.12580038e+03,
        1.57777828e+00, -7.12818203e+02,  1.72218645e+00]), 'n_active': 7, 'beta1_train': -480.6204924039549, 'beta0_train': -564.2546004928367, 'beta1_val': 3041.533638688341, 'beta0_val': 2999.5335123237146, 'selected_score': -565.442765080962, 'evaluations': 320, 'seconds': 0.5999384000024293, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1200.0,1859.936758888889,0.5999384000024293,0.6876271000073757
"[{'theta': array([-5.67463909e+03, -8.70329535e+03,  9.13663283e-01, -1.46581238e+03,
        1.36768556e+00, -5.18745586e+03,  1.95298996e+00]), 'n_active': 7, 'beta1_train': 386.5459924238282, 'beta0_train': -837.9415563056999, 'beta1_val': 3638.893679165204, 'beta0_val': 3048.5396923415797, 'selected_score': -837.9415563056999, 'evaluations': 320, 'seconds': 0.5817854000051739, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1859.936758888889,1276.37601,0.5817854000051739,0.6653198999993037
"[{'theta': array([0., 0., 0., 0., 0., 0., 0.]), 'n_active': 7, 'beta1_train': 10.851379407560561, 'beta0_train': -609.8742314418163, 'beta1_val': 3022.6565682199966, 'beta0_val': 3099.7356646387793, 'selected_score': 10.851379407560561, 'evaluations': 320, 'seconds': 0.5959502999903634, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1276.37601,1230.6944999999998,0.5959502999903634,0.6783689999865601
"[{'theta': array([-3.67230240e+03, -1.67895284e+03,  1.27839467e+00, -3.43148467e+03,
        1.47484169e+00, -1.36373026e+03, -1.93212452e+00]), 'n_active': 7, 'beta1_train': -86.77342272720958, 'beta0_train': -704.3599053331742, 'beta1_val': 940.7799320511008, 'beta0_val': 655.5920325838763, 'selected_score': -704.3599053331742, 'evaluations': 320, 'seconds': 0.5873786000011023, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1230.6944999999998,1251.4279825925926,0.5873786000011023,0.6737635000026785
"[{'theta': array([-2.04950066e+03, -9.28799235e+02, -8.52391067e-01, -6.18834880e+03,
       -1.45953212e+00, -8.64288967e+02,  1.22111303e+00]), 'n_active': 7, 'beta1_train': -186.47096804861584, 'beta0_train': -954.7506555461075, 'beta1_val': 7467.268997981795, 'beta0_val': 3953.6245369448957, 'selected_score': -954.7506555461075, 'evaluations': 320, 'seconds': 0.601072400007979, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1251.4279825925926,2080.202753233508,0.601072400007979,0.6838698999927146
"[{'theta': array([-4.78593801e+03, -1.44922185e+03,  1.16072157e+00, -8.12348747e+03,
        6.05008156e-02, -7.75224493e+03, -1.88432114e+00]), 'n_active': 7, 'beta1_train': 1189.051583977701, 'beta0_train': -565.9556314131162, 'beta1_val': 1595.6514723333826, 'beta0_val': 677.2156644206523, 'selected_score': -568.4862998466809, 'evaluations': 320, 'seconds': 0.6587624999956461, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2080.202753233508,3611.3047484848494,0.6587624999956461,0.7478965000045719
"[{'theta': array([-6.93462656e+03, -3.08577146e+03,  1.19437126e+00, -2.97721008e+02,
       -2.70331345e-01, -2.90883039e+03, -1.12978768e+00]), 'n_active': 7, 'beta1_train': -264.4124361776709, 'beta0_train': -358.39990076131403, 'beta1_val': -329.53860168083287, 'beta0_val': -543.7112441952545, 'selected_score': -370.3013148460184, 'evaluations': 320, 'seconds': 0.7197295999940252, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3611.3047484848494,3713.4588772115867,0.7197295999940252,0.8156079000036698
"[{'theta': array([-1.06195267e+03, -7.42403398e+03,  5.44795479e-01, -2.28183649e+02,
        1.85160787e+00, -8.22065753e+03, -7.60725194e-01]), 'n_active': 7, 'beta1_train': -3612.9138246385987, 'beta0_train': -3663.8300254915907, 'beta1_val': -3794.377985161883, 'beta0_val': -4012.1287823719194, 'selected_score': -3681.9523956403273, 'evaluations': 320, 'seconds': 0.6335316999902716, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3713.4588772115867,9768.677551680827,0.6335316999902716,0.7338735000084853
"[{'theta': array([-6.32481612e+03, -1.12314475e+03,  2.92354626e-01, -7.13791520e+03,
       -5.66540033e-01, -9.36865418e+02, -6.49886062e-01]), 'n_active': 7, 'beta1_train': 471.22390122965476, 'beta0_train': -561.9279460014329, 'beta1_val': 433.1589673340509, 'beta0_val': -1142.2550278472218, 'selected_score': -583.22171449349, 'evaluations': 320, 'seconds': 0.638353599992115, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,9768.677551680827,2992.9300824074057,0.638353599992115,0.728523400000995
"[{'theta': array([-4.50380802e+03, -1.36256363e+03,  6.46504669e-02, -1.53792702e+03,
        8.84396314e-01, -8.65123729e+03,  1.61599421e+00]), 'n_active': 7, 'beta1_train': -29.33965212371249, 'beta0_train': -500.28246396434497, 'beta1_val': -1029.245435550622, 'beta0_val': -1094.9361835541902, 'selected_score': -500.28246396434497, 'evaluations': 320, 'seconds': 0.5922639000054915, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2992.9300824074057,3148.8595807532665,0.5922639000054915,0.6824944000109099
"[{'theta': array([-3.13386925e+03, -2.24694528e+03,  1.50929876e+00, -5.21229427e+03,
       -1.29213831e+00, -8.41146072e+03, -4.24601383e-01]), 'n_active': 7, 'beta1_train': 572.082175868101, 'beta0_train': -214.98512602674055, 'beta1_val': -160.62314181542047, 'beta0_val': -1253.7361465610907, 'selected_score': -214.98512602674055, 'evaluations': 320, 'seconds': 0.6459959999920102, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3148.8595807532665,3402.0443318862403,0.6459959999920102,0.7348580999969272
"[{'theta': array([-4.10800718e+03, -7.40441114e+03,  9.23543997e-01, -1.41584385e+03,
        9.94304425e-01, -5.65733872e+03,  3.09435682e-01]), 'n_active': 7, 'beta1_train': 786.4387536154793, 'beta0_train': -374.7113956608487, 'beta1_val': -1214.391009043002, 'beta0_val': -1252.679963153045, 'selected_score': -387.95163153543007, 'evaluations': 320, 'seconds': 0.6857222999969963, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3402.0443318862403,3007.3599057407405,0.6857222999969963,0.7725714999978663
"[{'theta': array([-3.22190765e+03, -9.73873809e+02,  7.24568939e-01, -7.95251376e+03,
       -8.19151203e-01, -5.70933916e+03,  5.27726003e-01]), 'n_active': 7, 'beta1_train': 1351.8262026452567, 'beta0_train': 161.6892116133667, 'beta1_val': -589.3043351629198, 'beta0_val': -589.3043351629198, 'selected_score': 157.8243949562429, 'evaluations': 320, 'seconds': 0.6166061999974772, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3007.3599057407405,3535.142119716334,0.6166061999974772,0.702476000005845
"[{'theta': array([-2.92542328e+03, -4.64506519e+03, -3.00112313e-01, -2.79841124e+02,
        1.12791035e+00, -6.52155014e+03,  1.37595525e+00]), 'n_active': 7, 'beta1_train': 245.21822604821514, 'beta0_train': 173.83852279758466, 'beta1_val': -504.1755790256778, 'beta0_val': -504.1755790256778, 'selected_score': 161.64773305947836, 'evaluations': 320, 'seconds': 0.5867727000004379, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3535.142119716334,2548.134543403149,0.5867727000004379,0.667249999998603
"[{'theta': array([-2.39451645e+03, -9.46640963e+03, -6.46912653e-01, -1.34363929e+03,
        1.95124144e+00, -1.52573394e+02, -1.86206676e+00]), 'n_active': 7, 'beta1_train': -215.28244046857674, 'beta0_train': -303.463138801186, 'beta1_val': -818.6802702637549, 'beta0_val': -842.886760263755, 'selected_score': -307.6684088149871, 'evaluations': 320, 'seconds': 0.5880161999957636, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2548.134543403149,3260.8291686535945,0.5880161999957636,0.6696676999999909
"[{'theta': array([-9.52782830e+03, -7.79875400e+03,  9.95015944e-01, -1.29300982e+03,
        1.17643761e+00, -7.89487226e+03,  4.24044924e-01]), 'n_active': 7, 'beta1_train': 1999.5450525318718, 'beta0_train': 274.97136574845734, 'beta1_val': -26.682052886630004, 'beta0_val': -853.905604152901, 'selected_score': 248.88211356677502, 'evaluations': 320, 'seconds': 0.6050174999982119, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3260.8291686535945,2962.4353152476756,0.6050174999982119,0.6834663999907207
"[{'theta': array([-5.56155280e+03, -9.85375583e+02,  1.15998637e+00, -2.97693992e+03,
        1.76684443e+00, -2.99842837e+03,  2.18435055e-01]), 'n_active': 7, 'beta1_train': 1010.288455462553, 'beta0_train': 215.58796344835545, 'beta1_val': -956.5822602536178, 'beta0_val': -956.5822602536178, 'selected_score': 189.60981290231115, 'evaluations': 320, 'seconds': 0.5982322999916505, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2962.4353152476756,2330.837111332337,0.5982322999916505,0.6832916999992449
"[{'theta': array([-1.57037866e+03, -3.12314268e+03, -9.12396847e-01, -1.14957410e+03,
        1.24305857e+00, -6.83752000e+03,  1.89740203e+00]), 'n_active': 7, 'beta1_train': 1270.326286163892, 'beta0_train': 338.11846846554414, 'beta1_val': -115.47699197528448, 'beta0_val': -231.13013780861746, 'selected_score': 318.64972014831477, 'evaluations': 320, 'seconds': 0.596728799995617, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2330.837111332337,2212.1825918271347,0.596728799995617,0.6765167999983532
"[{'theta': array([-3.54362920e+03, -1.00938355e+03,  2.59049699e-02, -8.96729526e+03,
        3.35598806e-02, -7.14890328e+03,  5.99098008e-01]), 'n_active': 7, 'beta1_train': 664.8981785976563, 'beta0_train': 64.70085403731856, 'beta1_val': 991.0063137105333, 'beta0_val': -722.934169681051, 'selected_score': 48.591163984414024, 'evaluations': 320, 'seconds': 0.5887671000091359, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2212.1825918271347,2479.7860033875604,0.5887671000091359,0.6707008999946993
"[{'theta': array([-7.87724950e+03, -2.35851501e+03,  4.70567325e-01, -2.65976802e+03,
        1.27249806e+00, -8.74169943e+02,  2.10525589e-01]), 'n_active': 7, 'beta1_train': 1258.2604094594396, 'beta0_train': 602.2877209735367, 'beta1_val': 840.1730271373066, 'beta0_val': -274.8230405698072, 'selected_score': 602.2684030976806, 'evaluations': 320, 'seconds': 0.5838221000012709, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2479.7860033875604,2747.7082503171855,0.5838221000012709,0.6677758000005269
"[{'theta': array([-2.81927414e+03, -5.29216964e+03, -1.33599963e+00, -4.69042230e+02,
        1.36847502e+00, -5.12740626e+03,  9.88281743e-01]), 'n_active': 7, 'beta1_train': 248.9579264882796, 'beta0_train': 164.89011131565096, 'beta1_val': -460.71957746119244, 'beta0_val': -645.837894212562, 'selected_score': 151.02073722849235, 'evaluations': 320, 'seconds': 0.5933611000073142, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2747.7082503171855,3025.4674983452146,0.5933611000073142,0.6776707999961218
"[{'theta': array([-1.49039469e+03, -9.18256855e+03, -1.02825946e+00, -9.12302608e+03,
       -1.23856229e+00, -3.71991378e+02, -1.00260849e+00]), 'n_active': 7, 'beta1_train': -3216.864310545194, 'beta0_train': -3320.4356190711314, 'beta1_val': -3622.069402452327, 'beta0_val': -4144.3965835979125, 'selected_score': -3323.703411487493, 'evaluations': 320, 'seconds': 0.6352566999994451, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3025.4674983452146,10264.141191037419,0.6352566999994451,0.7227284000109648
"[{'theta': array([-1.75797909e+03, -1.30337685e+03,  4.02525543e-01, -3.32853895e+03,
        1.05417719e+00, -1.04119478e+03, -1.01941859e-01]), 'n_active': 7, 'beta1_train': 1284.0954468962555, 'beta0_train': 346.1929480188878, 'beta1_val': 310.5356056327437, 'beta0_val': -767.4633742763797, 'selected_score': 336.6030812723625, 'evaluations': 320, 'seconds': 0.6308122999907937, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,10264.141191037419,2388.7569905320665,0.6308122999907937,0.7320203999988735
"[{'theta': array([-7.40443062e+03,  2.37089882e+01, -1.95070663e+00, -8.96730229e+03,
       -1.06583233e+00, -2.56615424e+03,  1.53628519e+00]), 'n_active': 7, 'beta1_train': 731.0497428275881, 'beta0_train': 298.66792340156286, 'beta1_val': -621.7617591206667, 'beta0_val': -754.3182354498362, 'selected_score': 288.5082641986073, 'evaluations': 320, 'seconds': 0.6059007000003476, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2388.7569905320665,2700.521837440173,0.6059007000003476,0.686670499999309
"[{'theta': array([-3.27856119e+03, -6.74457977e+03, -1.02312624e-01, -4.35219620e+03,
       -9.31638127e-01, -3.46597461e+02, -8.16819573e-02]), 'n_active': 7, 'beta1_train': 926.1598085040997, 'beta0_train': 225.72999368795976, 'beta1_val': -875.1723998140446, 'beta0_val': -912.500045457899, 'selected_score': 225.0055472401826, 'evaluations': 320, 'seconds': 0.5889586999983294, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2700.521837440173,2492.3235300000015,0.5889586999983294,0.6662342000054196
"[{'theta': array([-8.55986062e+03, -6.49899110e+03, -1.55808620e-02, -7.07520122e+03,
        3.10754286e-01, -3.78078788e+02, -1.66460553e+00]), 'n_active': 7, 'beta1_train': 890.6617643485356, 'beta0_train': 261.96239146163043, 'beta1_val': -104.41848901557069, 'beta0_val': -1018.0018770444723, 'selected_score': 257.167209126746, 'evaluations': 320, 'seconds': 0.5914399999892339, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2492.3235300000015,2937.372034294522,0.5914399999892339,0.6794452000031015
"[{'theta': array([-1.94038696e+03, -3.87229500e+03, -6.87731009e-01, -6.34611567e+02,
        1.80191360e+00, -1.29833460e+03, -1.33161244e+00]), 'n_active': 7, 'beta1_train': 1360.1990912120446, 'beta0_train': 628.5923151268979, 'beta1_val': -251.6364302981509, 'beta0_val': -513.7323712704658, 'selected_score': 626.0590278502885, 'evaluations': 320, 'seconds': 0.6111978999979328, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2937.372034294522,2353.399655944234,0.6111978999979328,0.7022939000016777
"[{'theta': array([-6.32993958e+03, -2.22589907e+03,  1.65591999e+00, -4.18207944e+02,
        1.08132665e+00, -4.06254349e+03,  1.60737086e+00]), 'n_active': 7, 'beta1_train': 698.0938525714444, 'beta0_train': 559.6747042101604, 'beta1_val': -226.8713893417433, 'beta0_val': -332.9089500345756, 'selected_score': 546.2154110128723, 'evaluations': 320, 'seconds': 0.5823167000053218, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2353.399655944234,2706.7597871548746,0.5823167000053218,0.6574747999984538
"[{'theta': array([-2.13115010e+03, -8.48766706e+03, -1.57348998e+00, -5.02545058e+02,
        4.65118568e-01, -1.11789565e+03,  4.72959458e-01]), 'n_active': 7, 'beta1_train': -2468.567638124332, 'beta0_train': -2647.2133229354263, 'beta1_val': -3505.666405609272, 'beta0_val': -3717.280025144603, 'selected_score': -2655.2735346355375, 'evaluations': 320, 'seconds': 0.7636151000042446, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2706.7597871548746,9148.639625659316,0.7636151000042446,0.84505459999491
"[{'theta': array([-5.08478484e+03, -9.51902152e+02, -8.39711958e-01, -7.07896568e+03,
        4.95397695e-01, -2.20596882e+03, -1.02943053e+00]), 'n_active': 7, 'beta1_train': 2106.291566832089, 'beta0_train': 697.4777445983241, 'beta1_val': -821.0300582866633, 'beta0_val': -821.0300582866633, 'selected_score': 668.2575721416241, 'evaluations': 320, 'seconds': 0.6103876999986824, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,9148.639625659316,1200.0,0.6103876999986824,0.6941449000005377
"[{'theta': array([-9.85668037e+02, -8.25686814e+02, -1.31392147e+00, -3.52169192e+03,
       -1.68345089e+00, -6.70452505e+03,  1.04503222e-01]), 'n_active': 7, 'beta1_train': 1693.3787927137203, 'beta0_train': 396.18927732294, 'beta1_val': 11308.758712477245, 'beta0_val': 9113.187633417094, 'selected_score': 375.8971173825132, 'evaluations': 320, 'seconds': 0.5370050999918021, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1200.0,1538.3792685185185,0.5370050999918021,0.6126736000005621
"[{'theta': array([-4.58078915e+03, -3.81210953e+03, -1.54362669e+00, -2.24177690e+03,
       -2.41674825e-01, -4.71969550e+02, -1.03880749e+00]), 'n_active': 7, 'beta1_train': 2294.4710504390177, 'beta0_train': 1296.9236571708168, 'beta1_val': 12295.143422392248, 'beta0_val': 10479.119569096341, 'selected_score': 1296.5665480964062, 'evaluations': 320, 'seconds': 0.5039854000060586, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1538.3792685185185,1200.0,0.5039854000060586,0.5733360000012908
"[{'theta': array([0., 0., 0., 0., 0., 0., 0.]), 'n_active': 7, 'beta1_train': 1020.6192473949609, 'beta0_train': -222.0234617017418, 'beta1_val': 7177.7447235333, 'beta0_val': 8504.925150652687, 'selected_score': 1020.6192473949609, 'evaluations': 320, 'seconds': 0.45823240000754595, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1200.0,1972.7925,0.45823240000754595,0.5284348999994108
"[{'theta': array([-4.01242920e+03, -5.69428306e+03,  4.30042820e-01, -5.87728087e+03,
        1.66677707e-01, -3.39820533e+02, -1.18695862e+00]), 'n_active': 7, 'beta1_train': 2303.311589781749, 'beta0_train': 861.4794268080327, 'beta1_val': 5825.992968549888, 'beta0_val': 2744.862913721423, 'selected_score': 848.4828487291044, 'evaluations': 320, 'seconds': 0.4803511000063736, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1972.7925,1200.0,0.4803511000063736,0.5502573999983724
"[{'theta': array([0., 0., 0., 0., 0., 0., 0.]), 'n_active': 7, 'beta1_train': -334.0887605619813, 'beta0_train': -455.3931752732645, 'beta1_val': 3973.8051071359805, 'beta0_val': 6338.697818498409, 'selected_score': -334.0887605619813, 'evaluations': 320, 'seconds': 0.48644490000151563, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1200.0,1339.994278703704,0.48644490000151563,0.550593599997228
"[{'theta': array([-2.93186872e+03, -8.50528912e+03,  2.43658209e-01, -1.56493528e+02,
       -1.21472280e+00, -5.61296721e+02,  9.96609562e-01]), 'n_active': 7, 'beta1_train': -3182.795213275831, 'beta0_train': -3206.7334694709593, 'beta1_val': -1271.1703286069428, 'beta0_val': -1602.050817099775, 'selected_score': -3288.2518178982887, 'evaluations': 320, 'seconds': 0.4734500000049593, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1339.994278703704,7277.330932037037,0.4734500000049593,0.5382956999965245
"[{'theta': array([-3.01030557e+03, -2.08535469e+03, -1.10748734e-01, -7.43746569e+03,
       -1.47077921e-01, -5.25518725e+03, -5.84306707e-01]), 'n_active': 7, 'beta1_train': 2765.952186870107, 'beta0_train': -964.8100235102174, 'beta1_val': 4508.120302134186, 'beta0_val': 1727.557153320146, 'selected_score': -985.5001601843783, 'evaluations': 320, 'seconds': 0.4552350000012666, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,7277.330932037037,4344.937440377812,0.4552350000012666,0.5277982999978121
"[{'theta': array([-7.43857673e+03, -8.26309834e+03,  2.02900754e-01, -6.82860482e+03,
       -1.73994738e+00, -5.91221030e+02, -1.41065143e+00]), 'n_active': 7, 'beta1_train': 1067.039919374508, 'beta0_train': -861.0887315444749, 'beta1_val': 281.9919490780526, 'beta0_val': -1888.655721598719, 'selected_score': -861.7235227789382, 'evaluations': 320, 'seconds': 0.433074000000488, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,4344.937440377812,4455.628135299413,0.433074000000488,0.49632689999998547
"[{'theta': array([-7.17899893e+03, -4.55395638e+03, -1.26606152e+00, -5.72953016e+03,
       -6.23608272e-01, -7.16395551e+03, -4.36667298e-01]), 'n_active': 7, 'beta1_train': 1409.9473625734418, 'beta0_train': -473.83642358540857, 'beta1_val': -1637.5781093848634, 'beta0_val': -1688.4570665816461, 'selected_score': -473.83642358540857, 'evaluations': 320, 'seconds': 0.4267569000076037, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,4455.628135299413,4003.2166224074085,0.4267569000076037,0.4855416000063997
"[{'theta': array([-8.38122921e+03, -1.62473461e+03,  1.53896132e+00, -6.28285550e+03,
       -1.11669859e+00, -3.91851901e+03,  1.16655947e+00]), 'n_active': 7, 'beta1_train': 1818.9961034207251, 'beta0_train': -55.304841328671266, 'beta1_val': -1378.5329201565169, 'beta0_val': -1411.046186591765, 'selected_score': -55.50203493411503, 'evaluations': 320, 'seconds': 0.48039659998903517, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,4003.2166224074085,4026.7888647701247,0.48039659998903517,0.5501480999955675
