calibrations,residual_count,initial_soc_kwh,final_soc_kwh,calibration_seconds,day_seconds
"[{'theta': array([-3228.79660535]), 'n_active': 1, 'beta1_train': -3476.35139304645, 'beta0_train': -4022.697270485008, 'beta1_val': -4226.4, 'beta0_val': -4226.4, 'selected_score': -4022.697270485008, 'evaluations': 50, 'seconds': 0.05939490000309888, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-1.61240843e+03, -1.35195338e+00]), 'n_active': 2, 'beta1_train': 819.4747927113693, 'beta0_train': -2413.155937834636, 'beta1_val': 82.7262591954186, 'beta0_val': -2438.6947332146415, 'selected_score': -2421.086630195092, 'evaluations': 95, 'seconds': 0.06130830000620335, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([0.        , 1.03193719, 0.        , 0.11928719]), 'n_active': 4, 'beta1_train': 3319.729608870392, 'beta0_train': 4275.84355062555, 'beta1_val': -1133.6839622275509, 'beta0_val': -1133.6839622275509, 'selected_score': 3315.1753028821386, 'evaluations': 185, 'seconds': 0.13806769999791868, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,3948.7679637037045,2933.524969143606,0.2587709000072209,0.3824040000035893
"[{'theta': array([-2992.57469362]), 'n_active': 1, 'beta1_train': -3446.959806198769, 'beta0_train': -3611.8384909862125, 'beta1_val': -4102.799999999999, 'beta0_val': -4102.799999999999, 'selected_score': -3611.8384909862125, 'evaluations': 50, 'seconds': 0.054966900002909824, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-8.46531063e+03, -7.24496821e-01]), 'n_active': 2, 'beta1_train': 439.5065551888664, 'beta0_train': -2644.781621810098, 'beta1_val': -679.0392274558135, 'beta0_val': -3215.791172938733, 'selected_score': -2644.781621810098, 'evaluations': 95, 'seconds': 0.06372879999980796, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-179.51640286,    0.53972727, -164.62386198,    1.16457456]), 'n_active': 4, 'beta1_train': 3599.2911492973103, 'beta0_train': 4291.462661224883, 'beta1_val': -816.0636138390995, 'beta0_val': -1076.6270147776413, 'selected_score': 3476.2825969062083, 'evaluations': 185, 'seconds': 0.13921639999898616, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2933.524969143606,3038.32928088939,0.25791210000170395,0.3851006999902893
"[{'theta': array([-5496.18500116]), 'n_active': 1, 'beta1_train': -3692.6336467273672, 'beta0_train': -4310.665041553844, 'beta1_val': -4461.599999999999, 'beta0_val': -4461.599999999999, 'selected_score': -4310.665041553844, 'evaluations': 20, 'seconds': 0.029572100000223145, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-2.59817641e+03,  1.73445685e+00]), 'n_active': 2, 'beta1_train': 420.5340188450119, 'beta0_train': -3259.4180198150725, 'beta1_val': -618.0021300229323, 'beta0_val': -3659.738124972081, 'selected_score': -3271.573350338544, 'evaluations': 95, 'seconds': 0.06707129999995232, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-147.25270532,    1.65495233, -160.58038703,   -0.82990065]), 'n_active': 4, 'beta1_train': 3728.4978335004394, 'beta0_train': 4320.5571597171465, 'beta1_val': -1238.992314269982, 'beta0_val': -1238.992314269982, 'selected_score': 3507.506647645387, 'evaluations': 185, 'seconds': 0.13176599999133032, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,3038.32928088939,2291.040129444444,0.22840939999150578,0.3563280000089435
"[{'theta': array([-2104.0199569]), 'n_active': 1, 'beta1_train': -3696.4111360565435, 'beta0_train': -4238.080179248317, 'beta1_val': -4435.2, 'beta0_val': -4435.2, 'selected_score': -4238.080179248317, 'evaluations': 20, 'seconds': 0.0289896000031149, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.63943007e+03, -3.36814331e-01]), 'n_active': 2, 'beta1_train': 240.36201791873282, 'beta0_train': -3429.316760583811, 'beta1_val': -1065.416952239365, 'beta0_val': -4048.755139212952, 'selected_score': -3429.316760583811, 'evaluations': 55, 'seconds': 0.04334200000448618, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-414.21321826,    0.44471685, -297.56053648,    0.99104182]), 'n_active': 4, 'beta1_train': 3676.116299077651, 'beta0_train': 4092.4222809179364, 'beta1_val': -473.3279701084516, 'beta0_val': -477.9740917594449, 'selected_score': 3549.495065355189, 'evaluations': 185, 'seconds': 0.14007249999849591, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2291.040129444444,2551.3454082873463,0.212404100006097,0.336981200001901
"[{'theta': array([-4378.30499634]), 'n_active': 1, 'beta1_train': -2917.8311076182695, 'beta0_train': -3520.2948053892724, 'beta1_val': -3637.1999999999994, 'beta0_val': -3637.1999999999994, 'selected_score': -3520.2948053892724, 'evaluations': 25, 'seconds': 0.03386619999946561, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.17171116e+03,  3.28665075e-01]), 'n_active': 2, 'beta1_train': 1001.610216146559, 'beta0_train': -2723.951889039885, 'beta1_val': 127.9784138554678, 'beta0_val': -2351.5905841624485, 'selected_score': -2723.951889039885, 'evaluations': 95, 'seconds': 0.06460050000168849, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-203.08600895,   -1.85189213, -371.36378965,    1.50938   ]), 'n_active': 4, 'beta1_train': 3437.55520746276, 'beta0_train': 3900.0490582535617, 'beta1_val': -606.8919435223346, 'beta0_val': -712.6519828928999, 'selected_score': 3255.0944958658115, 'evaluations': 185, 'seconds': 0.1396282999921823, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2551.3454082873463,3103.2239688888903,0.2380949999933364,0.3617526000016369
"[{'theta': array([-7399.29675561]), 'n_active': 1, 'beta1_train': 104.36760295172813, 'beta0_train': -71.97042318500095, 'beta1_val': -716.5922149048348, 'beta0_val': -716.5922149048348, 'selected_score': -71.97042318500095, 'evaluations': 20, 'seconds': 0.030334199997014366, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-7.09643041e+03,  9.51758608e-01]), 'n_active': 2, 'beta1_train': -694.1588579993459, 'beta0_train': -1888.8600973533883, 'beta1_val': -968.9515306830353, 'beta0_val': -1899.6, 'selected_score': -1888.8600973533883, 'evaluations': 95, 'seconds': 0.06354730000020936, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-9600.,     0., -9600.,     0.]), 'n_active': 4, 'beta1_train': 3065.6222174562345, 'beta0_train': 3667.697300791261, 'beta1_val': -261.3834559346245, 'beta0_val': -515.1573972290364, 'selected_score': 3667.697300791261, 'evaluations': 185, 'seconds': 0.134288999994169, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,3103.2239688888903,2605.787817675683,0.22817049999139272,0.35638029999972787
"[{'theta': array([-6668.6402335]), 'n_active': 1, 'beta1_train': -863.4408088257311, 'beta0_train': -940.677348530515, 'beta1_val': -1815.3305646234808, 'beta0_val': -1815.3305646234808, 'selected_score': -940.677348530515, 'evaluations': 15, 'seconds': 0.025519999995594844, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-2.32256324e+03, -5.83344803e-02]), 'n_active': 2, 'beta1_train': -3038.710876958137, 'beta0_train': -4165.354334237563, 'beta1_val': -3395.5817364327454, 'beta0_val': -4196.4, 'selected_score': -4165.354334237563, 'evaluations': 55, 'seconds': 0.040048900002148, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-118.40845937,   -0.6319751 ,  -34.35295687,    0.55118852]), 'n_active': 4, 'beta1_train': 2561.704265346061, 'beta0_train': 3528.4868897064603, 'beta1_val': -1313.0993818458387, 'beta0_val': -1313.0993818458387, 'selected_score': 2529.5648993502314, 'evaluations': 185, 'seconds': 0.13546260001021437, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2605.787817675683,3530.7706897917806,0.20103150000795722,0.3250493999948958
"[{'theta': array([-8027.06704694]), 'n_active': 1, 'beta1_train': -1945.2945471171556, 'beta0_train': -4333.266954402654, 'beta1_val': -2714.3051321516673, 'beta0_val': -4665.599999999999, 'selected_score': -4333.266954402654, 'evaluations': 25, 'seconds': 0.031543500008410774, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.67732488e+03, -1.68114194e+00]), 'n_active': 2, 'beta1_train': 203.57351748956924, 'beta0_train': -2966.6008156219586, 'beta1_val': -476.32959550430724, 'beta0_val': -3589.886901046172, 'selected_score': -2966.6008156219586, 'evaluations': 25, 'seconds': 0.025206500009517185, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-75.05074285,  -0.21287808, -46.13784054,  -0.97003986]), 'n_active': 4, 'beta1_train': 4951.521640190167, 'beta0_train': 6748.101469706673, 'beta1_val': -1185.338595279999, 'beta0_val': -1185.338595279999, 'selected_score': 4950.760800539302, 'evaluations': 185, 'seconds': 0.13847449999593664, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,3530.7706897917806,2550.549231598573,0.1952245000138646,0.3158848000020953
"[{'theta': array([-2570.13739004]), 'n_active': 1, 'beta1_train': -3856.756491984648, 'beta0_train': -4514.409885512907, 'beta1_val': -4743.599999999999, 'beta0_val': -4743.599999999999, 'selected_score': -4514.409885512907, 'evaluations': 20, 'seconds': 0.029437700010021217, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-7.02843521e+03, -1.04669979e+00]), 'n_active': 2, 'beta1_train': -172.617808458197, 'beta0_train': -3179.4280019071766, 'beta1_val': -855.7108994454561, 'beta0_val': -3612.227158158776, 'selected_score': -3179.4280019071766, 'evaluations': 45, 'seconds': 0.03593899999395944, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([0., 0., 0., 0.]), 'n_active': 4, 'beta1_train': 4610.983953988221, 'beta0_train': 5947.84422493215, 'beta1_val': -1173.8644632405424, 'beta0_val': -1173.8644632405424, 'selected_score': 4610.983953988221, 'evaluations': 185, 'seconds': 0.13611999999557156, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2550.549231598573,2103.40087133074,0.20149669999955222,0.32270630000857636
"[{'theta': array([-7677.05167725]), 'n_active': 1, 'beta1_train': -4338.815415128197, 'beta0_train': -4582.886311092348, 'beta1_val': -5157.6, 'beta0_val': -5157.6, 'selected_score': -4582.886311092348, 'evaluations': 20, 'seconds': 0.029405199995380826, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9.98035772e+02,  1.96374719e-01]), 'n_active': 2, 'beta1_train': 697.7633773227017, 'beta0_train': -1871.641977975827, 'beta1_val': 411.4510663543024, 'beta0_val': -2889.6864705132743, 'selected_score': -2061.101250733827, 'evaluations': 95, 'seconds': 0.06226189999142662, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-264.99382046,    0.60325883, -366.22300487,   -1.73229399]), 'n_active': 4, 'beta1_train': 4905.897744571411, 'beta0_train': 5982.034671754378, 'beta1_val': -538.3327426214566, 'beta0_val': -1001.5050021399645, 'selected_score': 4856.361138535713, 'evaluations': 185, 'seconds': 0.13383479999902193, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2103.40087133074,2427.445741449045,0.22550189998582937,0.34962709998944774
"[{'theta': array([-8284.40722713]), 'n_active': 1, 'beta1_train': -4112.668786510798, 'beta0_train': -4776.050956933755, 'beta1_val': -4965.6, 'beta0_val': -4965.6, 'selected_score': -4776.050956933755, 'evaluations': 15, 'seconds': 0.024025800012168474, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-5.77885466e+03, -6.18032543e-02]), 'n_active': 2, 'beta1_train': 1025.76170937823, 'beta0_train': -2168.886248317571, 'beta1_val': -1345.9483453547768, 'beta0_val': -3665.2198729266547, 'selected_score': -2168.886248317571, 'evaluations': 95, 'seconds': 0.06404260000272188, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([ -45.7679341 ,    1.36491381, -303.45272067,    1.01864629]), 'n_active': 4, 'beta1_train': 4993.371359378819, 'beta0_train': 6474.725145760268, 'beta1_val': -1015.4250583525045, 'beta0_val': -1066.0843490724023, 'selected_score': 4957.382077370183, 'evaluations': 185, 'seconds': 0.13667100000020582, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2427.445741449045,2617.4447932341486,0.22473940001509618,0.3494538999948418
"[{'theta': array([-3090.87654418]), 'n_active': 1, 'beta1_train': -1400.3153682594639, 'beta0_train': -2211.7155979081053, 'beta1_val': -2304.0, 'beta0_val': -2304.0, 'selected_score': -2211.7155979081053, 'evaluations': 25, 'seconds': 0.038096399992355146, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.51009242e+03, -1.61057225e+00]), 'n_active': 2, 'beta1_train': 2198.4227772306194, 'beta0_train': -1362.8748337521922, 'beta1_val': 724.2450413078445, 'beta0_val': -1937.356886749501, 'selected_score': -1362.8748337521922, 'evaluations': 35, 'seconds': 0.030058000003919005, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([0., 0., 0., 0.]), 'n_active': 4, 'beta1_train': 5804.529811109695, 'beta0_train': 7446.733349998785, 'beta1_val': -578.377164128395, 'beta0_val': -578.377164128395, 'selected_score': 5804.529811109695, 'evaluations': 185, 'seconds': 0.13364820000424515, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2617.4447932341486,2081.550128348867,0.2018026000005193,0.32793929999752436
"[{'theta': array([-6471.54221366]), 'n_active': 1, 'beta1_train': -153.6509371747416, 'beta0_train': -156.3868157780893, 'beta1_val': -1289.2698267228964, 'beta0_val': -1289.2698267228964, 'selected_score': -156.3868157780893, 'evaluations': 20, 'seconds': 0.029082699998980388, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-7.71188726e+03,  1.18656888e+00]), 'n_active': 2, 'beta1_train': -2342.610708012873, 'beta0_train': -3333.6000000000004, 'beta1_val': -2595.0412562734627, 'beta0_val': -3333.6, 'selected_score': -3333.6000000000004, 'evaluations': 95, 'seconds': 0.06271570001263171, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([ 3.18064072e+03, -1.03368681e-01, -1.90652069e+02,  1.04092146e+00]), 'n_active': 4, 'beta1_train': 2995.080201061253, 'beta0_train': 3616.3607204243735, 'beta1_val': -257.3603788975185, 'beta0_val': -643.1394832712325, 'selected_score': 2920.3498113849437, 'evaluations': 185, 'seconds': 0.13603660000080708, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2081.550128348867,2468.3209413957047,0.2278350000124192,0.3490388000063831
"[{'theta': array([-687.03645253]), 'n_active': 1, 'beta1_train': -624.4001661594815, 'beta0_train': -698.0272253520827, 'beta1_val': -1489.4832509441678, 'beta0_val': -1489.4832509441678, 'selected_score': -702.7515067156561, 'evaluations': 50, 'seconds': 0.05749389999255072, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-3.53160913e+03,  5.42884963e-01]), 'n_active': 2, 'beta1_train': -3388.2422730877856, 'beta0_train': -4507.200000000001, 'beta1_val': -3592.3834741280684, 'beta0_val': -4507.2, 'selected_score': -4507.200000000001, 'evaluations': 95, 'seconds': 0.06106339998950716, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-9600.,     0., -9600.,     0.]), 'n_active': 4, 'beta1_train': 2562.6490541823587, 'beta0_train': 3340.876283440376, 'beta1_val': -1181.3420614237689, 'beta0_val': -1321.8881919152077, 'selected_score': 3340.876283440376, 'evaluations': 185, 'seconds': 0.13061200000811368, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2468.3209413957047,3446.181732905781,0.24916929999017157,0.37302709999494255
"[{'theta': array([-8990.38949482]), 'n_active': 1, 'beta1_train': -2078.4758742273416, 'beta0_train': -3140.102814520696, 'beta1_val': -3556.074393043689, 'beta0_val': -3588.513439970232, 'selected_score': -3140.102814520696, 'evaluations': 25, 'seconds': 0.0320213000086369, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-6.74063878e+03,  1.95254040e-02]), 'n_active': 2, 'beta1_train': 80.9696326959836, 'beta0_train': -3307.7725009230894, 'beta1_val': -1142.5562063254324, 'beta0_val': -3585.5859072520784, 'selected_score': -3307.7725009230894, 'evaluations': 95, 'seconds': 0.06328770000254735, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-196.67849555,   -0.49038754, -342.13402469,    0.78406169]), 'n_active': 4, 'beta1_train': 4584.343513876725, 'beta0_train': 5343.619786858208, 'beta1_val': -600.0652045901236, 'beta0_val': -969.209871384089, 'selected_score': 4339.067786934281, 'evaluations': 185, 'seconds': 0.13256790000014007, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,3446.181732905781,1613.5837753703686,0.22787690001132432,0.3488412000006065
"[{'theta': array([-7811.58703986]), 'n_active': 1, 'beta1_train': -4103.111238005464, 'beta0_train': -4726.026448492829, 'beta1_val': -4996.756338566668, 'beta0_val': -4996.79229745679, 'selected_score': -4726.026448492829, 'evaluations': 15, 'seconds': 0.02375219999521505, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-7.97745374e+03, -4.56354296e-01]), 'n_active': 2, 'beta1_train': -482.6525015585793, 'beta0_train': -3858.066494931677, 'beta1_val': -913.7682359019409, 'beta0_val': -3633.903891318491, 'selected_score': -3858.066494931677, 'evaluations': 45, 'seconds': 0.03596290000132285, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.72647681e+02,  3.57698176e-01, -2.99603537e+02, -4.82903810e-01]), 'n_active': 4, 'beta1_train': 4051.940043369206, 'beta0_train': 4721.780435469087, 'beta1_val': 666.2873347246859, 'beta0_val': 546.8686234951647, 'selected_score': 3936.530511310401, 'evaluations': 185, 'seconds': 0.13237750000553206, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,1613.5837753703686,2304.6118065272717,0.19209260000206996,0.315253799999482
"[{'theta': array([-5750.64241144]), 'n_active': 1, 'beta1_train': -3440.5875363979353, 'beta0_train': -4253.33599300243, 'beta1_val': -4412.438047541666, 'beta0_val': -4472.4, 'selected_score': -4253.33599300243, 'evaluations': 25, 'seconds': 0.03329059999668971, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-8.91455579e+03, -8.15859608e-01]), 'n_active': 2, 'beta1_train': 525.795772175876, 'beta0_train': -3035.7511108479125, 'beta1_val': -1253.2028552300822, 'beta0_val': -3628.322086492398, 'selected_score': -3035.7511108479125, 'evaluations': 45, 'seconds': 0.033658400003332645, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.71111105e+02,  1.64885436e-01, -5.35943884e+02,  9.10745760e-02]), 'n_active': 4, 'beta1_train': 4422.641526743002, 'beta0_train': 5141.25473870159, 'beta1_val': -421.6926271207294, 'beta0_val': -916.8928804491543, 'selected_score': 4369.788440834476, 'evaluations': 185, 'seconds': 0.1357395999948494, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2304.6118065272717,2186.464711983809,0.20268859999487177,0.3269350000045961
"[{'theta': array([-4215.0612798]), 'n_active': 1, 'beta1_train': -3513.9075106489627, 'beta0_train': -4326.688667756165, 'beta1_val': -4572.0, 'beta0_val': -4572.0, 'selected_score': -4326.688667756165, 'evaluations': 15, 'seconds': 0.022350200000801124, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-2.75318780e+03, -1.55777062e+00]), 'n_active': 2, 'beta1_train': 57.070238472156866, 'beta0_train': -3371.245802139299, 'beta1_val': -1178.5266928429228, 'beta0_val': -3671.0626737495413, 'selected_score': -3371.245802139299, 'evaluations': 95, 'seconds': 0.06433360000664834, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-230.17371061,    0.35240142, -252.69426234,   -1.03361476]), 'n_active': 4, 'beta1_train': 4437.4380755594275, 'beta0_train': 5112.5745575329065, 'beta1_val': -806.4107729376535, 'beta0_val': -806.4107729376535, 'selected_score': 4316.248509562801, 'evaluations': 185, 'seconds': 0.127788400001009, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2186.464711983809,1943.0715761225404,0.21447220000845846,0.3381502999982331
"[{'theta': array([-8549.69803451]), 'n_active': 1, 'beta1_train': -878.8096870193349, 'beta0_train': -1797.5857935648507, 'beta1_val': -1749.5917053999997, 'beta0_val': -1874.24733181893, 'selected_score': -1797.5857935648507, 'evaluations': 50, 'seconds': 0.05585010000504553, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-3.30467027e+03,  2.94803514e-01]), 'n_active': 2, 'beta1_train': 2124.347724234054, 'beta0_train': -1547.1154932418224, 'beta1_val': 999.9808588304561, 'beta0_val': -1645.0282225203464, 'selected_score': -1547.1154932418224, 'evaluations': 95, 'seconds': 0.06158609999692999, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-2.00423871e+02,  6.24078906e-01, -5.19242956e+02,  4.85823471e-01]), 'n_active': 4, 'beta1_train': 5453.402599073793, 'beta0_train': 6389.170559745939, 'beta1_val': -311.4044213476441, 'beta0_val': -366.7603587845266, 'selected_score': 5215.869221260766, 'evaluations': 185, 'seconds': 0.1369812000048114, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,1943.0715761225404,2149.560116041042,0.2544174000067869,0.37298449999070726
